train_losses,val_losses,val_returns
0.5191074058242228,0.4293518127763973,358.1
0.4232078749068656,0.4131365295718698,500.0
0.41190740637395573,0.41275475086534724,451.4
0.40852238000515845,0.4086000748416957,402.8
0.40623231493976514,0.40693997986176433,305.9
0.4047393184675176,0.40542929575723763,389.4
0.40371964355603424,0.4048555852735744,305.9
