train_losses,val_losses,val_returns
0.5535371126897621,0.4610389747163829,90.5
0.46692460692183335,0.4422144407735151,19.7
0.4506507572673616,0.4263310248360914,19.4
0.43483322217742404,0.41662034786799373,23.9
0.42569870603299886,0.4130738623001996,22.4
0.4200219711646658,0.41012443996527614,22.4
